datetime,BaseStationB,BaseStationJ
2023-05-20 02:55:00,0.9992145,0.9992145
2023-05-20 03:00:00,0.9992145,0.20423162
2023-05-20 03:05:00,0.9992145,0.9992145
2023-05-20 03:10:00,1.9939928,0.17670798
2023-05-20 03:15:00,2.0013509,0.9992145
2023-05-20 03:20:00,1.9862037,0.9992145
2023-05-20 03:25:00,0.9992145,0.9992145
2023-05-20 03:30:00,0.9992145,0.9992145
2023-05-20 03:35:00,2.0015454,0.9992145
2023-05-20 03:40:00,2.9686313,0.9992145
2023-05-20 03:45:00,2.0072558,0.9992145
2023-05-20 03:50:00,2.0000455,0.9992145
2023-05-20 03:55:00,1.9925168,0.9992145
2023-05-20 04:00:00,2.9711194,0.9992145
2023-05-20 04:05:00,1.9981055,0.9992145
2023-05-20 04:10:00,2.0097287,0.9992145
2023-05-20 04:15:00,1.7662263,0.9992145
2023-05-20 04:20:00,0.9992145,0.9992145
2023-05-20 04:25:00,0.9992145,0.9992145
2023-05-20 04:30:00,0.9992145,0.9992145
2023-05-20 04:35:00,0.9992145,0.9992145
2023-05-20 04:40:00,0.9992145,0.9992145
2023-05-20 04:45:00,2.0036836,0.9992145
2023-05-20 04:50:00,1.9823594,0.9992145
2023-05-20 04:55:00,1.99663,0.9992145
2023-05-20 05:00:00,1.9904718,0.9992145
2023-05-20 05:05:00,1.9997315,0.9992145
2023-05-20 05:10:00,1.9866424,0.9992145
2023-05-20 05:15:00,1.9880373,0.9992145
2023-05-20 05:20:00,0.9992145,0.9992145
2023-05-20 05:25:00,1.9846218,0.9992145
2023-05-20 05:30:00,1.9901524,0.9992145
2023-05-20 05:35:00,1.9898942,0.9992145
2023-05-20 05:40:00,0.9992145,0.9992145
2023-05-20 05:45:00,0.9992145,0.9992145
2023-05-20 05:50:00,0.9992145,0.9992145
2023-05-20 05:55:00,1.9906318,0.9992145
2023-05-20 06:00:00,1.9947555,0.9992145
2023-05-20 06:05:00,1.9789095,0.9992145
2023-05-20 06:10:00,1.9845634,0.9992145
2023-05-20 06:15:00,0.9992145,1.9953384
2023-05-20 06:20:00,2.0011878,0.9992145
2023-05-20 06:25:00,1.997242,0.9992145
2023-05-20 06:30:00,0.9992145,0.9992145
2023-05-20 06:35:00,0.9992145,0.9992145
2023-05-20 06:40:00,0.9992145,0.9992145
2023-05-20 06:45:00,2.0028238,0.97174567
2023-05-20 06:50:00,2.0031464,0.9992145
2023-05-20 06:55:00,2.003273,0.9992145
2023-05-20 07:00:00,1.9988904,0.9992145
2023-05-20 07:05:00,1.9830213,0.9992145
2023-05-20 07:10:00,0.9992145,0.9992145
2023-05-20 07:15:00,2.988802,0.9992145
2023-05-20 07:20:00,0.9992145,0.9992145
2023-05-20 07:25:00,2.9800744,1.9907703
2023-05-20 07:30:00,1.9996169,0.9992145
2023-05-20 07:35:00,2.9700012,0.9992145
2023-05-20 07:40:00,2.00581,0.9992145
2023-05-20 07:45:00,3.5828118,-0.010293663
2023-05-20 07:50:00,2.9833164,0.9992145
2023-05-20 07:55:00,1.9978023,0.9992145
2023-05-20 08:00:00,2.0016012,1.9790728
2023-05-20 08:05:00,1.9999697,2.0013735
2023-05-20 08:10:00,2.989914,0.9992145
2023-05-20 08:15:00,2.9846935,1.9976664
2023-05-20 08:20:00,2.9823897,0.9992145
2023-05-20 08:25:00,2.9710712,0.9984563
2023-05-20 08:30:00,0.9992145,0.9992145
2023-05-20 08:35:00,2.0037346,0.9992145
2023-05-20 08:40:00,3.971167,0.9992145
2023-05-20 08:45:00,4.1364355,0.9992145
2023-05-20 08:50:00,2.0024662,1.983258
2023-05-20 08:55:00,1.9726441,0.16085452
2023-05-20 09:00:00,1.9443021,1.9880774
2023-05-20 09:05:00,3.9721842,1.9927366
2023-05-20 09:10:00,2.9901328,1.963671
2023-05-20 09:15:00,3.975224,2.000423
2023-05-20 09:20:00,2.9719644,1.8055978
2023-05-20 09:25:00,2.9739988,2.896173
2023-05-20 09:30:00,2.9746373,0.9992145
2023-05-20 09:35:00,2.0003576,1.9965055
2023-05-20 09:40:00,0.9992145,1.9976003
2023-05-20 09:45:00,1.9723835,1.9884322
2023-05-20 09:50:00,2.962444,2.9691153
2023-05-20 09:55:00,0.9992145,1.98489
2023-05-20 10:00:00,1.9988222,1.9580946
2023-05-20 10:05:00,1.997483,0.9992145
2023-05-20 10:10:00,2.0037735,0.9992145
2023-05-20 10:15:00,3.9493628,0.9992145
2023-05-20 10:20:00,2.974295,1.9851439
2023-05-20 10:25:00,3.9631877,1.9671593
2023-05-20 10:30:00,2.9861577,3.9513376
2023-05-20 10:35:00,2.9872677,2.9637637
2023-05-20 10:40:00,2.0031672,2.0062811
2023-05-20 10:45:00,3.96018,1.9879127
2023-05-20 10:50:00,2.0015771,2.9623837
2023-05-20 10:55:00,3.9577136,2.970174
2023-05-20 11:00:00,2.0043695,2.9257443
2023-05-20 11:05:00,2.9716964,0.9992145
2023-05-20 11:10:00,2.976873,2.97769
2023-05-20 11:15:00,0.9992145,2.9652197
2023-05-20 11:20:00,2.0024343,2.0061455
2023-05-20 11:25:00,3.9615583,3.9633207
2023-05-20 11:30:00,2.9633024,2.983787
2023-05-20 11:35:00,1.9824553,2.9905076
2023-05-20 11:40:00,3.9679766,2.967521
2023-05-20 11:45:00,3.96307,2.9583554
2023-05-20 11:50:00,5.148913,2.0278454
2023-05-20 11:55:00,2.9889216,1.9975803
2023-05-20 12:00:00,4.0472198,2.0037808
2023-05-20 12:05:00,3.9578362,2.003963
2023-05-20 12:10:00,3.961627,2.9756565
2023-05-20 12:15:00,2.0018942,2.978527
2023-05-20 12:20:00,1.9996719,1.999922
2023-05-20 12:25:00,3.9422176,1.9666421
2023-05-20 12:30:00,4.890076,1.9429765
2023-05-20 12:35:00,3.965074,1.9678044
2023-05-20 12:40:00,3.9810743,0.9992145
2023-05-20 12:45:00,2.9821997,2.9714785
2023-05-20 12:50:00,2.975725,1.9081495
2023-05-20 12:55:00,2.9782336,0.9992145
2023-05-20 13:00:00,2.9758708,2.003746
2023-05-20 13:05:00,2.987948,2.0033875
2023-05-20 13:10:00,1.997359,1.9962721
2023-05-20 13:15:00,1.9977081,1.9989688
2023-05-20 13:20:00,2.9837942,0.9992145
2023-05-20 13:25:00,2.9377196,0.9992145
2023-05-20 13:30:00,2.0017505,0.9992145
2023-05-20 13:35:00,2.002749,1.9644907
2023-05-20 13:40:00,2.0034554,2.001747
2023-05-20 13:45:00,2.9206283,0.9992145
2023-05-20 13:50:00,2.0062926,-0.050649166
2023-05-20 13:55:00,2.9730268,1.9865716
2023-05-20 14:00:00,3.083221,1.9652271
2023-05-20 14:05:00,2.003745,0.9992145
2023-05-20 14:10:00,0.9992145,2.9928536
2023-05-20 14:15:00,2.001984,2.004228
2023-05-20 14:20:00,2.0018086,2.9148324
2023-05-20 14:25:00,3.9595528,0.9992145
2023-05-20 14:30:00,2.9697428,0.9992145
2023-05-20 14:35:00,3.959006,1.9828274
2023-05-20 14:40:00,2.8847532,0.9992145
2023-05-20 14:45:00,3.9743657,0.9992145
2023-05-20 14:50:00,4.005221,1.9554021
2023-05-20 14:55:00,3.9493165,1.978832
2023-05-20 15:00:00,2.9836907,2.0039616
2023-05-20 15:05:00,2.0031297,1.9807708
2023-05-20 15:10:00,1.9817772,0.9992145
2023-05-20 15:15:00,2.8953009,0.9992145
2023-05-20 15:20:00,2.8324747,1.9841671
2023-05-20 15:25:00,0.9992145,0.9992145
2023-05-20 15:30:00,3.8287175,0.9992145
2023-05-20 15:35:00,2.9757557,0.9992145
2023-05-20 15:40:00,2.9831061,0.9992145
2023-05-20 15:45:00,2.028871,0.9992145
2023-05-20 15:50:00,2.9791956,0.9992145
2023-05-20 15:55:00,2.9748416,1.9818993
2023-05-20 16:00:00,2.866306,1.9865742
2023-05-20 16:05:00,1.9876935,1.9991276
2023-05-20 16:10:00,0.9992145,0.14488602
2023-05-20 16:15:00,0.9992145,0.9992145
2023-05-20 16:20:00,2.9620862,0.9992145
2023-05-20 16:25:00,1.9957671,0.9992145
2023-05-20 16:30:00,1.9946551,0.9992145
2023-05-20 16:35:00,1.9856734,1.9827683
2023-05-20 16:40:00,1.9860651,0.9992145
2023-05-20 16:45:00,2.0006888,0.9992145
2023-05-20 16:50:00,2.0036747,0.9992145
2023-05-20 16:55:00,2.003024,0.9992145
2023-05-20 17:00:00,3.974042,1.9919419
2023-05-20 17:05:00,3.9684956,1.9968281
2023-05-20 17:10:00,2.983942,0.9992145
2023-05-20 17:15:00,4.967286,0.9992145
2023-05-20 17:20:00,4.325141,0.9992145
2023-05-20 17:25:00,2.007421,0.9992145
2023-05-20 17:30:00,2.977511,1.9720817
2023-05-20 17:35:00,2.9770267,0.9992145
2023-05-20 17:40:00,4.9583464,2.9078212
2023-05-20 17:45:00,3.9679747,2.9466805
2023-05-20 17:50:00,3.9494333,2.9827256
2023-05-20 17:55:00,3.969441,3.9801002
2023-05-20 18:00:00,4.913787,3.9772048
2023-05-20 18:05:00,3.9502401,1.9865887
2023-05-20 18:10:00,3.9638152,2.020883
2023-05-20 18:15:00,3.9427748,2.968309
2023-05-20 18:20:00,3.9482553,1.958631
2023-05-20 18:25:00,2.9869695,1.9749992
2023-05-20 18:30:00,2.002242,1.9785342
2023-05-20 18:35:00,2.0005362,3.9612556
2023-05-20 18:40:00,2.0009456,2.9630039
2023-05-20 18:45:00,3.079379,2.003236
2023-05-20 18:50:00,3.0003107,2.0033276
2023-05-20 18:55:00,2.9676104,1.980506
2023-05-20 19:00:00,2.9663272,1.9677954
2023-05-20 19:05:00,2.9695837,2.0027008
2023-05-20 19:10:00,0.9992145,0.9992145
2023-05-20 19:15:00,2.0017257,1.9753692
2023-05-20 19:20:00,2.9812217,0.9992145
2023-05-20 19:25:00,3.961316,0.9992145
2023-05-20 19:30:00,3.9451482,0.9992145
2023-05-20 19:35:00,3.9670386,0.9992145
2023-05-20 19:40:00,3.9576306,0.9992145
2023-05-20 19:45:00,4.8495317,0.9992145
2023-05-20 19:50:00,3.9654074,1.9796624
2023-05-20 19:55:00,4.8902297,1.9923682
2023-05-20 20:00:00,4.9174275,0.9992145
2023-05-20 20:05:00,4.9481053,1.978441
2023-05-20 20:10:00,5.578254,1.9934828
2023-05-20 20:15:00,3.7713997,1.9503064
2023-05-20 20:20:00,2.9836154,0.9992145
2023-05-20 20:25:00,1.9902618,0.9992145
2023-05-20 20:30:00,2.9739425,0.9981877
2023-05-20 20:35:00,3.9628975,0.9992145
2023-05-20 20:40:00,4.93471,1.98047
2023-05-20 20:45:00,2.00127,0.9992145
2023-05-20 20:50:00,2.9747584,2.0011806
2023-05-20 20:55:00,3.2143993,0.9992145
2023-05-20 21:00:00,4.8226247,2.0024529
2023-05-20 21:05:00,3.9733453,0.9992145
2023-05-20 21:10:00,3.9553955,0.9992145
2023-05-20 21:15:00,3.9342697,0.9992145
2023-05-20 21:20:00,3.94003,0.9992145
2023-05-20 21:25:00,2.005847,0.9992145
2023-05-20 21:30:00,3.0221338,0.9992145
2023-05-20 21:35:00,2.97902,0.269176
2023-05-20 21:40:00,5.007028,0.14581656
2023-05-20 21:45:00,3.9487262,0.15765274
2023-05-20 21:50:00,5.04474,0.9992145
2023-05-20 21:55:00,3.9744496,0.11500764
2023-05-20 22:00:00,3.976635,0.9992145
2023-05-20 22:05:00,4.0663314,0.9992145
2023-05-20 22:10:00,5.117616,1.9606969
2023-05-20 22:15:00,6.392206,1.99088
2023-05-20 22:20:00,3.9695034,0.9992145
2023-05-20 22:25:00,5.219602,0.9992145
2023-05-20 22:30:00,6.01679,0.9992145
2023-05-20 22:35:00,4.957618,0.9992145
2023-05-20 22:40:00,4.9616537,0.9992145
2023-05-20 22:45:00,5.48667,1.9942586
2023-05-20 22:50:00,3.9569097,0.9992145
2023-05-20 22:55:00,2.8670397,0.9992145
